gene_id;gene_short_name;gene_type;
ENSMUSG00000022516;Nudt16l1;protein_coding;
ENSMUSG00000022517;Mgrn1;protein_coding;
ENSMUSG00000022521;Crebbp;protein_coding;
ENSMUSG00000022529;Zfp263;protein_coding;
ENSMUSG00000022533;Atp13a3;protein_coding;
ENSMUSG00000022536;Glyr1;protein_coding;
ENSMUSG00000022538;Lsg1;protein_coding;
ENSMUSG00000022544;Fam86;protein_coding;
ENSMUSG00000022545;Ercc4;protein_coding;
ENSMUSG00000022551;Cyc1;protein_coding;
ENSMUSG00000022552;Sharpin;protein_coding;
ENSMUSG00000022553;Maf1;protein_coding;
ENSMUSG00000022554;Hgh1;protein_coding;
ENSMUSG00000022556;Hsf1;protein_coding;
ENSMUSG00000022557;Bop1;protein_coding;
ENSMUSG00000022558;Mroh1;protein_coding;
ENSMUSG00000022559;Fbxl6;protein_coding;
ENSMUSG00000022561;Gpaa1;protein_coding;
ENSMUSG00000022564;Grina;protein_coding;
ENSMUSG00000022570;Tsta3;protein_coding;
ENSMUSG00000022601;Zbtb11;protein_coding;
ENSMUSG00000022607;Ptk2;protein_coding;
ENSMUSG00000022614;Lmf2;protein_coding;
ENSMUSG00000022617;Chkb;protein_coding;
ENSMUSG00000022635;Zcrb1;protein_coding;
ENSMUSG00000022663;Atg3;protein_coding;
ENSMUSG00000022664;Slc35a5;protein_coding;
ENSMUSG00000022668;Gtpbp8;protein_coding;
ENSMUSG00000022674;Ube2v2;protein_coding;
ENSMUSG00000022677;Fopnl;protein_coding;
ENSMUSG00000022681;Ntan1;protein_coding;
ENSMUSG00000022682;Rrn3;protein_coding;
ENSMUSG00000022684;Bfar;protein_coding;
ENSMUSG00000022685;Parn;protein_coding;
ENSMUSG00000022698;Naa50;protein_coding;
ENSMUSG00000022702;Hira;protein_coding;
ENSMUSG00000022704;Qtrtd1;protein_coding;
ENSMUSG00000022706;Mrpl40;protein_coding;
ENSMUSG00000022710;Usp7;protein_coding;
ENSMUSG00000022711;Pmm2;protein_coding;
ENSMUSG00000022718;Dgcr8;protein_coding;
ENSMUSG00000022721;Trmt2a;protein_coding;
ENSMUSG00000022724;Mina;protein_coding;
ENSMUSG00000022744;Cldn25;protein_coding;
ENSMUSG00000022748;Cmss1;protein_coding;
ENSMUSG00000022749;Tbc1d23;protein_coding;
ENSMUSG00000022750;Klhl22;protein_coding;
ENSMUSG00000022752;Tomm70a;protein_coding;
ENSMUSG00000022760;Thap7;protein_coding;
ENSMUSG00000022761;Lztr1;protein_coding;
ENSMUSG00000022765;Snap29;protein_coding;
ENSMUSG00000022770;Dlg1;protein_coding;
ENSMUSG00000022771;Ppil2;protein_coding;
ENSMUSG00000022774;Ncbp2;protein_coding;
ENSMUSG00000022779;Top3b;protein_coding;
ENSMUSG00000022781;Pak2;protein_coding;
ENSMUSG00000022788;Fgd4;protein_coding;
ENSMUSG00000022789;Dnm1l;protein_coding;
ENSMUSG00000022792;Yars2;protein_coding;
ENSMUSG00000022801;Lrch3;protein_coding;
ENSMUSG00000022807;Osbpl11;protein_coding;
ENSMUSG00000022808;Snx4;protein_coding;
ENSMUSG00000022811;Zfp148;protein_coding;
ENSMUSG00000022820;Ndufb4;protein_coding;
ENSMUSG00000022827;Rabl3;protein_coding;
ENSMUSG00000022828;Gtf2e1;protein_coding;
ENSMUSG00000022841;Ap2m1;protein_coding;
ENSMUSG00000022842;Ece2;protein_coding;
ENSMUSG00000022858;Tra2b;protein_coding;
ENSMUSG00000022867;Usp25;protein_coding;
ENSMUSG00000022884;Eif4a2;protein_coding;
ENSMUSG00000022890;Atp5j;protein_coding;
ENSMUSG00000022897;Dyrk1a;protein_coding;
ENSMUSG00000022898;Dscr3;protein_coding;
ENSMUSG00000022905;Kpna1;protein_coding;
ENSMUSG00000022913;Psmg1;protein_coding;
ENSMUSG00000022914;Brwd1;protein_coding;
ENSMUSG00000022940;Pigp;protein_coding;
ENSMUSG00000022951;Rcan1;protein_coding;
ENSMUSG00000022956;Atp5o;protein_coding;
ENSMUSG00000022957;Itsn1;protein_coding;
ENSMUSG00000022961;Son;protein_coding;
ENSMUSG00000022962;Gart;protein_coding;
ENSMUSG00000022967;Ifnar1;protein_coding;
ENSMUSG00000022974;Paxbp1;protein_coding;
ENSMUSG00000022982;Sod1;protein_coding;
ENSMUSG00000022983;Scaf4;protein_coding;
ENSMUSG00000022992;Kansl2;protein_coding;
ENSMUSG00000023010;Tmbim6;protein_coding;
ENSMUSG00000023020;Cox14;protein_coding;
ENSMUSG00000023025;Larp4;protein_coding;
ENSMUSG00000023027;Atf1;protein_coding;
ENSMUSG00000023030;Slc11a2;protein_coding;
ENSMUSG00000023050;Map3k12;protein_coding;
ENSMUSG00000023055;Calcoco1;protein_coding;
ENSMUSG00000023074;Mospd1;protein_coding;
ENSMUSG00000023075;Akirin1;protein_coding;
ENSMUSG00000023089;Ndufa5;protein_coding;
ENSMUSG00000023106;Denr;protein_coding;
ENSMUSG00000023110;Prmt5;protein_coding;
ENSMUSG00000023118;Sympk;protein_coding;
ENSMUSG00000023143;Nagpa;protein_coding;
ENSMUSG00000023150;Ivns1abp;protein_coding;
ENSMUSG00000023156;Rpp14;protein_coding;
ENSMUSG00000023170;Gps2;protein_coding;
ENSMUSG00000023175;Bsg;protein_coding;
ENSMUSG00000023206;Il15ra;protein_coding;
ENSMUSG00000023286;Ube2j2;protein_coding;
ENSMUSG00000023307;05-Mar;protein_coding;
ENSMUSG00000023330;Dtwd1;protein_coding;
ENSMUSG00000023353;Agap3;protein_coding;
ENSMUSG00000023452;Pisd;protein_coding;
ENSMUSG00000023572;Ccndbp1;protein_coding;
ENSMUSG00000023707;Ogfod2;protein_coding;
ENSMUSG00000023723;Mrps23;protein_coding;
ENSMUSG00000023764;Sfi1;protein_coding;
ENSMUSG00000023791;Pigx;protein_coding;
ENSMUSG00000023830;Igf2r;protein_coding;
ENSMUSG00000023883;Phf10;protein_coding;
ENSMUSG00000023892;Zfp51;protein_coding;
ENSMUSG00000023904;Hcfc1r1;protein_coding;
ENSMUSG00000023921;Mut;protein_coding;
ENSMUSG00000023923;Tbc1d5;protein_coding;
ENSMUSG00000023932;Cdc5l;protein_coding;
ENSMUSG00000023938;Aars2;protein_coding;
ENSMUSG00000023944;Hsp90ab1;protein_coding;
ENSMUSG00000023952;Gtpbp2;protein_coding;
ENSMUSG00000023961;Enpp4;protein_coding;
ENSMUSG00000023965;Fbxl17;protein_coding;
ENSMUSG00000023967;Mrps18a;protein_coding;
ENSMUSG00000023971;Rrp36;protein_coding;
ENSMUSG00000023973;Cnpy3;protein_coding;
ENSMUSG00000023977;Ubr2;protein_coding;
ENSMUSG00000023980;Taf8;protein_coding;
ENSMUSG00000023988;Bysl;protein_coding;
ENSMUSG00000024002;Brd4;protein_coding;
ENSMUSG00000024006;Stk38;protein_coding;
ENSMUSG00000024007;Ppil1;protein_coding;
ENSMUSG00000024012;Mtch1;protein_coding;
ENSMUSG00000024018;Ccdc167;protein_coding;
ENSMUSG00000024019;Cmtr1;protein_coding;
ENSMUSG00000024037;Wdr4;protein_coding;
ENSMUSG00000024038;Ndufv3;protein_coding;
ENSMUSG00000024045;Akap8;protein_coding;
ENSMUSG00000024050;Wiz;protein_coding;
ENSMUSG00000024054;Smchd1;protein_coding;
ENSMUSG00000024055;Cyp4f13;protein_coding;
ENSMUSG00000024067;Dpy30;protein_coding;
ENSMUSG00000024068;Spast;protein_coding;
ENSMUSG00000024069;Slc30a6;protein_coding;
ENSMUSG00000024072;Yipf4;protein_coding;
ENSMUSG00000024073;Birc6;protein_coding;
ENSMUSG00000024077;Strn;protein_coding;
ENSMUSG00000024078;Ttc27;protein_coding;
ENSMUSG00000024081;Cebpz;protein_coding;
ENSMUSG00000024082;Ndufaf7;protein_coding;
ENSMUSG00000024085;Man2a1;protein_coding;
ENSMUSG00000024091;Vapa;protein_coding;
ENSMUSG00000024095;Hnrnpll;protein_coding;
ENSMUSG00000024096;Ralbp1;protein_coding;
ENSMUSG00000024097;Srsf7;protein_coding;
ENSMUSG00000024098;Twsg1;protein_coding;
ENSMUSG00000024099;Ndufv2;protein_coding;
ENSMUSG00000024101;Wash;protein_coding;
ENSMUSG00000024104;Fam21;protein_coding;
ENSMUSG00000024120;Lrpprc;protein_coding;
ENSMUSG00000024121;Atp6v0c;protein_coding;
ENSMUSG00000024137;E4f1;protein_coding;
ENSMUSG00000024142;Mlst8;protein_coding;
ENSMUSG00000024145;Pigf;protein_coding;
ENSMUSG00000024146;Cript;protein_coding;
ENSMUSG00000024181;Mrpl28;protein_coding;
ENSMUSG00000024182;Axin1;protein_coding;
ENSMUSG00000024188;Luc7l;protein_coding;
ENSMUSG00000024191;Bnip1;protein_coding;
ENSMUSG00000024194;Cuta;protein_coding;
ENSMUSG00000024201;Kdm4b;protein_coding;
ENSMUSG00000024212;Mllt1;protein_coding;
ENSMUSG00000024213;Nudt3;protein_coding;
ENSMUSG00000024217;Snrpc;protein_coding;
ENSMUSG00000024218;Taf11;protein_coding;
ENSMUSG00000024219;Anks1;protein_coding;
ENSMUSG00000024220;Zfp523;protein_coding;
ENSMUSG00000024231;Cul2;protein_coding;
ENSMUSG00000024234;Mtpap;protein_coding;
ENSMUSG00000024240;Epc1;protein_coding;
ENSMUSG00000024241;Sos1;protein_coding;
ENSMUSG00000024242;Map4k3;protein_coding;
ENSMUSG00000024248;Cox7a2l;protein_coding;
ENSMUSG00000024258;Polr2d;protein_coding;
ENSMUSG00000024259;Slc25a46;protein_coding;
ENSMUSG00000024260;Sap130;protein_coding;
ENSMUSG00000024271;Elp2;protein_coding;
ENSMUSG00000024273;2700062C07Rik;protein_coding;
ENSMUSG00000024276;Zfp397;protein_coding;
ENSMUSG00000024283;Wac;protein_coding;
ENSMUSG00000024286;Ccny;protein_coding;
ENSMUSG00000024287;Thoc1;protein_coding;
ENSMUSG00000024290;Rock1;protein_coding;
ENSMUSG00000024293;Esco1;protein_coding;
ENSMUSG00000024294;Mib1;protein_coding;
ENSMUSG00000024309;Pfdn6;protein_coding;
ENSMUSG00000024312;Wdr46;protein_coding;
ENSMUSG00000024319;Vps52;protein_coding;
ENSMUSG00000024325;Ring1;protein_coding;
ENSMUSG00000024327;Slc39a7;protein_coding;
ENSMUSG00000024335;Brd2;protein_coding;
ENSMUSG00000024346;Pfdn1;protein_coding;
ENSMUSG00000024359;Hspa9;protein_coding;
ENSMUSG00000024360;Etf1;protein_coding;
ENSMUSG00000024370;Cdc23;protein_coding;
ENSMUSG00000024382;Ercc3;protein_coding;
ENSMUSG00000024383;Map3k2;protein_coding;
ENSMUSG00000024384;Iws1;protein_coding;
ENSMUSG00000024393;Prrc2a;protein_coding;
ENSMUSG00000024400;Wdr33;protein_coding;
ENSMUSG00000024404;Riok3;protein_coding;
ENSMUSG00000024410;3110002H16Rik;protein_coding;
ENSMUSG00000024414;Mrpl27;protein_coding;
ENSMUSG00000024422;Dhx16;protein_coding;
ENSMUSG00000024425;Ndfip1;protein_coding;
ENSMUSG00000024436;Mrps18b;protein_coding;
ENSMUSG00000024442;0610009O20Rik;protein_coding;
ENSMUSG00000024446;Rpp21;protein_coding;
ENSMUSG00000024454;Hdac3;protein_coding;
ENSMUSG00000024456;Diap1;protein_coding;
ENSMUSG00000024457;Trim26;protein_coding;
ENSMUSG00000024472;Dcp2;protein_coding;
ENSMUSG00000024474;Ik;protein_coding;
ENSMUSG00000024477;Pggt1b;protein_coding;
ENSMUSG00000024483;Ankhd1;protein_coding;
ENSMUSG00000024487;Yipf5;protein_coding;
ENSMUSG00000024491;Rbm27;protein_coding;
ENSMUSG00000024493;Lars;protein_coding;
ENSMUSG00000024498;Tcerg1;protein_coding;
ENSMUSG00000024507;Hsd17b4;protein_coding;
ENSMUSG00000024513;Mbd2;protein_coding;
ENSMUSG00000024515;Smad4;protein_coding;
ENSMUSG00000024527;Afg3l2;protein_coding;
ENSMUSG00000024528;Srfbp1;protein_coding;
ENSMUSG00000024537;Psmg2;protein_coding;
ENSMUSG00000024539;Ptpn2;protein_coding;
ENSMUSG00000024560;Cxxc1;protein_coding;
ENSMUSG00000024561;Mbd1;protein_coding;
ENSMUSG00000024563;Smad2;protein_coding;
ENSMUSG00000024566;Atp9b;protein_coding;
ENSMUSG00000024570;Rbfa;protein_coding;
ENSMUSG00000024571;Gm16286;protein_coding;
ENSMUSG00000024576;Csnk1a1;protein_coding;
ENSMUSG00000024580;Grpel2;protein_coding;
ENSMUSG00000024583;Txnl1;protein_coding;
ENSMUSG00000024587;Nars;protein_coding;
ENSMUSG00000024592;C330018D20Rik;protein_coding;
ENSMUSG00000024594;Prrc1;protein_coding;
ENSMUSG00000024601;Isoc1;protein_coding;
ENSMUSG00000024603;Dctn4;protein_coding;
ENSMUSG00000024604;Rbm22;protein_coding;
ENSMUSG00000024608;Rps14;protein_coding;
ENSMUSG00000024614;Tmx3;protein_coding;
ENSMUSG00000024622;Hmgxb3;protein_coding;
ENSMUSG00000024639;Gnaq;protein_coding;
ENSMUSG00000024642;Tle4;protein_coding;
ENSMUSG00000024645;Timm21;protein_coding;
ENSMUSG00000024667;Tmem216;protein_coding;
ENSMUSG00000024668;Sdhaf2;protein_coding;
ENSMUSG00000024683;Mrpl16;protein_coding;
ENSMUSG00000024687;Osbp;protein_coding;
ENSMUSG00000024695;Zfp91;protein_coding;
ENSMUSG00000024732;Ccdc86;protein_coding;
ENSMUSG00000024735;Prpf19;protein_coding;
ENSMUSG00000024740;Ddb1;protein_coding;
ENSMUSG00000024750;Zfand5;protein_coding;
ENSMUSG00000024764;Naa40;protein_coding;
ENSMUSG00000024767;Otub1;protein_coding;
ENSMUSG00000024773;Atg2a;protein_coding;
ENSMUSG00000024780;Cdc37l1;protein_coding;
ENSMUSG00000024782;Ak3;protein_coding;
ENSMUSG00000024787;Snx15;protein_coding;
ENSMUSG00000024790;Sac3d1;protein_coding;
ENSMUSG00000024792;Zfpl1;protein_coding;
ENSMUSG00000024797;Vps51;protein_coding;
ENSMUSG00000024807;Syvn1;protein_coding;
ENSMUSG00000024811;Tnks2;protein_coding;
ENSMUSG00000024817;Uhrf2;protein_coding;
ENSMUSG00000024826;Dpf2;protein_coding;
ENSMUSG00000024829;Mrpl21;protein_coding;
ENSMUSG00000024830;Rps6kb2;protein_coding;
ENSMUSG00000024835;Coro1b;protein_coding;
ENSMUSG00000024841;Eif1ad;protein_coding;
ENSMUSG00000024844;Banf1;protein_coding;
ENSMUSG00000024845;Tmem134;processed_transcript;
ENSMUSG00000024847;Aip;protein_coding;
ENSMUSG00000024853;Sf3b2;protein_coding;
ENSMUSG00000024856;Cdk2ap2;protein_coding;
ENSMUSG00000024870;Rab1b;protein_coding;
ENSMUSG00000024875;Yif1a;protein_coding;
ENSMUSG00000024889;Rce1;protein_coding;
ENSMUSG00000024896;Minpp1;protein_coding;
ENSMUSG00000024902;Mrpl11;protein_coding;
ENSMUSG00000024906;Mus81;protein_coding;
ENSMUSG00000024908;Ppp6r3;protein_coding;
ENSMUSG00000024911;Fibp;protein_coding;
ENSMUSG00000024914;Drap1;protein_coding;
ENSMUSG00000024921;Smarca2;protein_coding;
ENSMUSG00000024925;Rnaseh2c;protein_coding;
ENSMUSG00000024926;Kat5;protein_coding;
ENSMUSG00000024927;Rela;protein_coding;
ENSMUSG00000024939;Fam89b;protein_coding;
ENSMUSG00000024941;Scyl1;protein_coding;
ENSMUSG00000024947;Men1;protein_coding;
ENSMUSG00000024949;Sf1;protein_coding;
ENSMUSG00000024959;Bad;protein_coding;
ENSMUSG00000024963;Dnajc4;protein_coding;
ENSMUSG00000024966;Stip1;protein_coding;
ENSMUSG00000024974;Smc3;protein_coding;
ENSMUSG00000024976;Shoc2;protein_coding;
ENSMUSG00000024982;Zdhhc6;protein_coding;
ENSMUSG00000024983;Vti1a;protein_coding;
ENSMUSG00000024991;Eif3a;protein_coding;
ENSMUSG00000024999;Noc3l;protein_coding;
ENSMUSG00000025016;Tm9sf3;protein_coding;
ENSMUSG00000025024;Smndc1;protein_coding;
ENSMUSG00000025025;Mxi1;protein_coding;
ENSMUSG00000025047;Pdcd11;protein_coding;
ENSMUSG00000025060;Slk;protein_coding;
ENSMUSG00000025066;Sfr1;protein_coding;
ENSMUSG00000025078;Nhlrc2;protein_coding;
ENSMUSG00000025086;Trub1;protein_coding;
ENSMUSG00000025102;3110040N11Rik;protein_coding;
ENSMUSG00000025132;Arhgdia;protein_coding;
ENSMUSG00000025133;Ints4;protein_coding;
ENSMUSG00000025134;Alyref;protein_coding;
ENSMUSG00000025135;Anapc11;protein_coding;
ENSMUSG00000025137;Pcyt2;protein_coding;
ENSMUSG00000025144;Stra13;protein_coding;
ENSMUSG00000025147;Mob2;protein_coding;
ENSMUSG00000025155;Dus1l;protein_coding;
ENSMUSG00000025156;Gps1;protein_coding;
ENSMUSG00000025157;Zdhhc16;protein_coding;
ENSMUSG00000025158;Rfng;protein_coding;
ENSMUSG00000025159;Mms19;protein_coding;
ENSMUSG00000025162;Csnk1d;protein_coding;
ENSMUSG00000025169;Ogfod3;protein_coding;
ENSMUSG00000025173;Wdr45b;protein_coding;
ENSMUSG00000025178;Pi4k2a;protein_coding;
ENSMUSG00000025184;R3hcc1l;protein_coding;
ENSMUSG00000025193;Cutc;protein_coding;
ENSMUSG00000025198;Erlin1;protein_coding;
ENSMUSG00000025199;Chuk;protein_coding;
ENSMUSG00000025200;Cwf19l1;protein_coding;
ENSMUSG00000025204;Ndufb8;protein_coding;
ENSMUSG00000025208;Mrpl43;protein_coding;
ENSMUSG00000025209;Peo1;protein_coding;
ENSMUSG00000025220;Mgea5;protein_coding;
ENSMUSG00000025224;Gbf1;protein_coding;
ENSMUSG00000025228;Actr1a;protein_coding;
ENSMUSG00000025232;Hexa;protein_coding;
ENSMUSG00000025234;Arih1;protein_coding;
ENSMUSG00000025236;Adpgk;protein_coding;
ENSMUSG00000025240;Sacm1l;protein_coding;
ENSMUSG00000025246;Tbl1x;protein_coding;
ENSMUSG00000025260;Hsd17b10;protein_coding;
ENSMUSG00000025261;Huwe1;protein_coding;
ENSMUSG00000025264;Tsr2;protein_coding;
ENSMUSG00000025269;Apex2;protein_coding;
ENSMUSG00000025278;Flnb;protein_coding;
ENSMUSG00000025280;Polr3a;protein_coding;
ENSMUSG00000025290;Rps24;protein_coding;
ENSMUSG00000025316;Banp;protein_coding;
ENSMUSG00000025326;Ube3a;protein_coding;
ENSMUSG00000025332;Kdm5c;protein_coding;
ENSMUSG00000025337;Sbds;protein_coding;
ENSMUSG00000025340;Rabgef1;protein_coding;
ENSMUSG00000025350;Rdh5;protein_coding;
ENSMUSG00000025353;Ormdl2;protein_coding;
ENSMUSG00000025354;Dnajc14;protein_coding;
ENSMUSG00000025362;Rps26;protein_coding;
ENSMUSG00000025364;Pa2g4;protein_coding;
ENSMUSG00000025369;Smarcc2;protein_coding;
ENSMUSG00000025371;Chmp6;protein_coding;
ENSMUSG00000025373;Rnf41;protein_coding;
ENSMUSG00000025374;Nabp2;protein_coding;
ENSMUSG00000025377;Enthd2;protein_coding;
ENSMUSG00000025393;Atp5b;protein_coding;
ENSMUSG00000025404;R3hdm2;protein_coding;
ENSMUSG00000025408;Ddit3;protein_coding;
ENSMUSG00000025409;Mbd6;protein_coding;
ENSMUSG00000025410;Dctn2;protein_coding;
ENSMUSG00000025413;Ttc4;protein_coding;
ENSMUSG00000025417;Pip4k2c;protein_coding;
ENSMUSG00000025421;Hdhd2;protein_coding;
ENSMUSG00000025428;Atp5a1;protein_coding;
ENSMUSG00000025437;Usp33;protein_coding;
ENSMUSG00000025439;Clns1a;protein_coding;
ENSMUSG00000025451;Paip1;protein_coding;
ENSMUSG00000025470;Zfp511;protein_coding;
ENSMUSG00000025484;Bet1l;protein_coding;
ENSMUSG00000025485;Ric8;protein_coding;
ENSMUSG00000025487;Psmd13;protein_coding;
ENSMUSG00000025499;Hras;protein_coding;
ENSMUSG00000025505;Tmem80;protein_coding;
ENSMUSG00000025508;Rplp2;protein_coding;
ENSMUSG00000025521;Tmem192;protein_coding;
ENSMUSG00000025531;Chm;protein_coding;
ENSMUSG00000025532;Crcp;protein_coding;
ENSMUSG00000025534;Gusb;protein_coding;
ENSMUSG00000025538;Sumf2;protein_coding;
ENSMUSG00000025544;Tm9sf2;protein_coding;
ENSMUSG00000025575;Cant1;protein_coding;
ENSMUSG00000025579;Gaa;protein_coding;
ENSMUSG00000025580;Eif4a3;protein_coding;
ENSMUSG00000025583;Rptor;protein_coding;
ENSMUSG00000025591;Tma16;protein_coding;
ENSMUSG00000025607;Copg2;protein_coding;
ENSMUSG00000025609;Mkln1;protein_coding;
ENSMUSG00000025613;Cct8;protein_coding;
ENSMUSG00000025616;Usp16;protein_coding;
ENSMUSG00000025630;Hprt;protein_coding;
ENSMUSG00000025645;Ccdc51;protein_coding;
ENSMUSG00000025646;Atrip;protein_coding;
ENSMUSG00000025651;Uqcrc1;protein_coding;
ENSMUSG00000025702;08-Mar;protein_coding;
ENSMUSG00000025722;Wdr73;protein_coding;
ENSMUSG00000025724;Sec11a;protein_coding;
ENSMUSG00000025728;Pigq;protein_coding;
ENSMUSG00000025730;Rab40c;protein_coding;
ENSMUSG00000025733;Rhot2;protein_coding;
ENSMUSG00000025736;Jmjd8;protein_coding;
ENSMUSG00000025737;Wdr24;protein_coding;
ENSMUSG00000025745;Hadha;protein_coding;
ENSMUSG00000025759;Mfsd8;protein_coding;
ENSMUSG00000025764;Jade1;protein_coding;
ENSMUSG00000025766;D3Ertd751e;protein_coding;
ENSMUSG00000025781;Atp5c1;protein_coding;
ENSMUSG00000025785;Exosc7;protein_coding;
ENSMUSG00000025793;Hgs;protein_coding;
ENSMUSG00000025794;Rpl14;protein_coding;
ENSMUSG00000025815;Dhtkd1;protein_coding;
ENSMUSG00000025858;Get4;protein_coding;
ENSMUSG00000025868;Higd2a;protein_coding;
ENSMUSG00000025869;Nop16;protein_coding;
ENSMUSG00000025872;Thoc3;protein_coding;
ENSMUSG00000025873;Faf2;protein_coding;
ENSMUSG00000025878;Uimc1;protein_coding;
ENSMUSG00000025894;Aasdhppt;protein_coding;
ENSMUSG00000025898;Cwf19l2;protein_coding;
ENSMUSG00000025917;Cops5;protein_coding;
ENSMUSG00000025921;Rdh10;protein_coding;
ENSMUSG00000025925;Terf1;protein_coding;
ENSMUSG00000025935;Tram1;protein_coding;
ENSMUSG00000025939;Ube2w;protein_coding;
ENSMUSG00000025940;Tmem70;protein_coding;
ENSMUSG00000025949;Pikfyve;protein_coding;
ENSMUSG00000025956;Mettl21a;protein_coding;
ENSMUSG00000025962;Fastkd2;protein_coding;
ENSMUSG00000025967;Eef1b2;protein_coding;
ENSMUSG00000025968;Ndufs1;protein_coding;
ENSMUSG00000025971;9430016H08Rik;protein_coding;
ENSMUSG00000025981;Coq10b;protein_coding;
ENSMUSG00000025982;Sf3b1;protein_coding;
ENSMUSG00000025995;Wdr75;protein_coding;
ENSMUSG00000026004;Kansl1l;protein_coding;
ENSMUSG00000026005;Rpe;protein_coding;
ENSMUSG00000026020;Nop58;protein_coding;
ENSMUSG00000026021;Sumo1;protein_coding;
ENSMUSG00000026031;Cflar;protein_coding;
ENSMUSG00000026032;Ndufb3;protein_coding;
ENSMUSG00000026034;Clk1;protein_coding;
ENSMUSG00000026035;Ppil3;protein_coding;
ENSMUSG00000026036;Nif3l1;protein_coding;
ENSMUSG00000026037;Orc2;protein_coding;
ENSMUSG00000026047;Kdelc1;protein_coding;
ENSMUSG00000026048;Ercc5;protein_coding;
ENSMUSG00000026064;Ptp4a1;protein_coding;
ENSMUSG00000026078;Pdcl3;protein_coding;
ENSMUSG00000026082;Rev1;protein_coding;
ENSMUSG00000026083;Eif5b;protein_coding;
ENSMUSG00000026087;Mrpl30;protein_coding;
ENSMUSG00000026088;Mitd1;protein_coding;
ENSMUSG00000026096;Osgepl1;protein_coding;
ENSMUSG00000026097;Ormdl1;protein_coding;
ENSMUSG00000026102;Inpp1;protein_coding;
ENSMUSG00000026111;Unc50;protein_coding;
ENSMUSG00000026112;Coa5;protein_coding;
ENSMUSG00000026116;Tmem131;protein_coding;
ENSMUSG00000026127;Imp4;protein_coding;
ENSMUSG00000026131;Dst;protein_coding;
ENSMUSG00000026142;Rhbdd1;protein_coding;
ENSMUSG00000026150;Mff;protein_coding;
ENSMUSG00000026154;1110058L19Rik;protein_coding;
ENSMUSG00000026171;Rnf25;protein_coding;
ENSMUSG00000026172;Bcs1l;protein_coding;
ENSMUSG00000026174;Rqcd1;protein_coding;
ENSMUSG00000026179;Pnkd;protein_coding;
ENSMUSG00000026187;Xrcc5;protein_coding;
ENSMUSG00000026192;Atic;protein_coding;
ENSMUSG00000026198;Abcb6;protein_coding;
ENSMUSG00000026199;Ankzf1;protein_coding;
ENSMUSG00000026201;Stk16;protein_coding;
ENSMUSG00000026209;Dnpep;protein_coding;
ENSMUSG00000026229;Psmd1;protein_coding;
ENSMUSG00000026234;Ncl;protein_coding;
ENSMUSG00000026240;Cops7b;protein_coding;
ENSMUSG00000026245;Farsb;protein_coding;
ENSMUSG00000026248;Mrpl44;protein_coding;
ENSMUSG00000026254;Eif4e2;protein_coding;
ENSMUSG00000026260;Ndufa10;protein_coding;
ENSMUSG00000026269;Rnpepl1;protein_coding;
ENSMUSG00000026270;Capn10;protein_coding;
ENSMUSG00000026273;Mterf4;protein_coding;
ENSMUSG00000026275;Ppp1r7;protein_coding;
ENSMUSG00000026276;02-Sep;protein_coding;
ENSMUSG00000026277;Stk25;protein_coding;
ENSMUSG00000026280;Atg4b;protein_coding;
ENSMUSG00000026281;Dtymk;protein_coding;
ENSMUSG00000026283;Ing5;protein_coding;
ENSMUSG00000026289;Atg16l1;protein_coding;
ENSMUSG00000026309;Ilkap;protein_coding;
ENSMUSG00000026319;2310035C23Rik;protein_coding;
ENSMUSG00000026333;Gin1;protein_coding;
ENSMUSG00000026349;Ccnt2;protein_coding;
ENSMUSG00000026353;Ubxn4;protein_coding;
ENSMUSG00000026356;Dars;protein_coding;
ENSMUSG00000026361;Cdc73;protein_coding;
ENSMUSG00000026374;Tsn;protein_coding;
ENSMUSG00000026377;Nifk;protein_coding;
ENSMUSG00000026409;Pfkfb2;protein_coding;
ENSMUSG00000026411;Tmem9;protein_coding;
ENSMUSG00000026426;Arl8a;protein_coding;
ENSMUSG00000026427;Eif2d;protein_coding;
ENSMUSG00000026433;Rab29;protein_coding;
ENSMUSG00000026434;Nucks1;protein_coding;
ENSMUSG00000026439;Rbbp5;protein_coding;
ENSMUSG00000026455;Klhl12;protein_coding;
ENSMUSG00000026457;Adipor1;protein_coding;
ENSMUSG00000026484;Rnf2;protein_coding;
ENSMUSG00000026492;Tfb2m;protein_coding;
ENSMUSG00000026496;Parp1;protein_coding;
ENSMUSG00000026499;Acbd3;protein_coding;
ENSMUSG00000026500;Cox20;protein_coding;
ENSMUSG00000026502;Desi2;protein_coding;
ENSMUSG00000026504;Sdccag8;protein_coding;
ENSMUSG00000026510;Trp53bp2;protein_coding;
ENSMUSG00000026511;Srp9;protein_coding;
ENSMUSG00000026516;Nvl;protein_coding;
ENSMUSG00000026526;Fh1;protein_coding;
ENSMUSG00000026544;Dusp23;protein_coding;
ENSMUSG00000026553;Copa;protein_coding;
ENSMUSG00000026554;Dcaf8;protein_coding;
ENSMUSG00000026577;Blzf1;protein_coding;
ENSMUSG00000026584;Scyl3;protein_coding;
ENSMUSG00000026596;Abl2;protein_coding;
ENSMUSG00000026603;Smyd2;protein_coding;
ENSMUSG00000026608;Kctd3;protein_coding;
ENSMUSG00000026615;Eprs;protein_coding;
ENSMUSG00000026618;Iars2;protein_coding;
ENSMUSG00000026626;Ppp2r5a;protein_coding;
